name,cgpa
nsi,9.080000
nsq,9.240000
nsf,9.310000
nsg,9.350000
nrz,9.470000
nsv,9.630000
nrs,9.660000
nsr,9.680000
nsc,9.960000
nra,9.120000
nrf,9.170000
nqv,9.200000
nqt,9.320000
nqs,9.480000
nrg,9.560000
nrq,9.640000
nrm,9.690000
nqq,9.850000
nqr,9.870000
nqc,9.300000
npt,9.420000
nqb,9.450000
nqa,9.480000
npk,9.510000
npo,9.570000
npi,9.610000
npq,9.830000
noa,9.200000
noe,9.210000
nol,9.510000
nom,9.730000
nnc,9.080000
nnx,9.090000
nna,9.530000
nnh,9.540000
nmz,9.550000
nmx,9.740000
nmu,9.910000
nmm,9.290000
nmd,9.340000
nlo,9.390000
nmp,9.490000
nma,9.540000
nmk,9.830000
nkx,9.260000
nku,9.530000
nlj,9.660000
nki,9.670000
nlg,9.820000
nky,9.970000
njv,9.060000
njn,9.160000
njl,9.240000
njj,9.320000
nkd,9.420000
njw,9.550000
njy,9.610000
njf,9.650000
nje,9.750000
njx,9.790000
nke,9.940000
niu,9.010000
nie,9.160000
nim,9.160000
niy,9.190000
nif,9.450000
nhy,9.540000
nia,9.550000
nir,9.880000
nhh,9.110000
nhj,9.450000
nhg,9.670000
nha,9.700000
nho,9.810000
nfy,9.340000
ngk,9.490000
nfl,9.500000
nft,9.540000
nge,9.560000
nfr,9.750000
ney,9.020000
nfi,9.170000
nef,9.240000
nfb,9.310000
nez,9.390000
nfa,9.390000
nej,9.500000
nfj,9.580000
nes,9.680000
nfc,9.970000
ndo,9.180000
ncy,9.270000
nea,9.310000
ndd,9.350000
ndf,9.420000
ndp,9.510000
nec,9.790000
ndw,9.970000
ncm,9.320000
ncg,9.390000
ncp,9.490000
ncx,9.780000
ncu,9.940000
nao,9.330000
nbr,9.340000
nbp,9.370000
nar,9.430000
mzx,9.240000
nad,9.270000
myy,9.400000
myh,9.420000
mze,9.430000
myc,9.510000
mym,9.660000
mza,9.780000
mzd,9.850000
myi,9.950000
myn,9.980000
mxf,9.340000
mxv,9.420000
mxi,9.640000
mxr,9.910000
mwa,9.050000
mwj,9.500000
mvy,9.550000
mwg,9.650000
mvw,9.760000
mwq,9.920000
mum,9.190000
muv,9.190000
mvl,9.240000
mvh,9.590000
muj,9.690000
mvf,9.690000
mve,9.730000
mtt,9.080000
mud,9.130000
mtv,9.390000
mtg,9.540000
mtp,9.600000
mue,9.630000
msp,9.110000
msa,9.460000
msy,9.650000
msh,9.750000
msq,9.970000
mrj,9.030000
mqw,9.090000
mrr,9.200000
mrh,9.530000
mrk,9.600000
mqd,9.030000
mpt,9.100000
mpz,9.960000
mou,9.100000
moq,9.300000
mpa,9.500000
mok,9.560000
moz,9.590000
moy,9.620000
mol,9.880000
mnu,9.030000
mni,9.040000
mnh,9.060000
mnn,9.190000
mnb,9.360000
mnw,9.420000
mnp,9.460000
mns,9.540000
mnv,9.840000
mne,9.860000
mnm,9.880000
mng,9.960000
mmi,9.190000
mmg,9.210000
mml,9.260000
mma,9.380000
mmc,9.440000
mmo,9.520000
mmm,9.800000
mmx,9.830000
mlx,9.850000
mmj,9.890000
mlq,9.020000
mkr,9.240000
mkw,9.390000
mln,9.410000
mll,9.430000
mlk,9.570000
mkm,9.720000
mlh,9.820000
mli,9.890000
mjx,9.580000
mjy,9.730000
mil,9.050000
mit,9.060000
mix,9.140000
mib,9.290000
mjb,9.440000
mip,9.940000
mij,9.990000
mhu,9.220000
mha,9.280000
mhw,9.310000
mgu,9.410000
mhx,9.460000
mhl,9.630000
mhq,9.710000
mhz,9.730000
mhn,9.810000
mhc,9.880000
mhe,9.980000
mgi,9.160000
mgt,9.160000
mfp,9.320000
mfq,9.330000
mgl,9.770000
mga,9.950000
mew,9.040000
mfk,9.080000
mfh,9.300000
mfm,9.360000
mep,9.500000
mff,9.500000
mem,9.590000
mdn,9.060000
mdz,9.080000
mea,9.230000
mdo,9.340000
mdy,9.670000
mdv,9.700000
mec,9.820000
mef,9.850000
meg,9.940000
mch,9.090000
mcm,9.530000
mcu,9.580000
mcx,9.750000
mcw,9.980000
maw,9.010000
mav,9.660000
maa,9.020000
lzz,9.140000
man,9.170000
lzs,9.890000
lzd,9.230000
lyo,9.580000
lyy,9.640000
lzc,9.700000
lze,9.730000
lxx,9.110000
lxs,9.300000
lxl,9.860000
lyd,9.970000
lvu,9.320000
lwl,9.540000
lwd,9.690000
lwo,9.810000
lvt,9.840000
lwn,9.980000
luz,9.020000
lup,9.140000
luu,9.230000
lva,9.330000
lvc,9.450000
luy,9.470000
lvm,9.760000
lun,9.880000
lto,9.220000
luh,9.280000
lth,9.350000
lue,9.500000
lse,9.070000
ltb,9.070000
lte,9.210000
lsn,9.390000
lsw,9.610000
lsl,9.820000
lsj,9.900000
lsq,9.980000
lrs,9.180000
lrv,9.550000
lrb,9.730000
lrm,9.760000
lrx,9.830000
lrd,9.890000
lri,9.910000
lrc,9.930000
lry,9.940000
lpw,9.030000
lqq,9.090000
lqj,9.630000
lpz,9.750000
lpr,9.830000
lov,9.100000
lol,9.140000
loy,9.140000
los,9.420000
loi,9.490000
lph,9.810000
lnx,9.120000
lob,9.690000
lnu,9.780000
lnr,9.890000
loa,9.940000
lny,9.960000
lna,9.160000
lmo,9.210000
llw,9.390000
lmn,9.390000
lme,9.400000
lmf,9.860000
lmm,9.980000
lkq,9.320000
lkz,9.620000
llh,9.710000
lky,9.730000
llv,9.910000
ljz,9.150000
ljx,9.290000
lkn,9.890000
ljw,9.930000
lkh,9.990000
ljf,9.160000
lip,9.220000
lix,9.230000
lih,9.370000
lja,9.470000
lgy,9.060000
lhs,9.090000
lhk,9.470000
lic,9.540000
lft,9.450000
lfx,9.500000
lgx,9.670000
lgu,9.700000
lgl,9.710000
lgm,9.850000
lfa,9.080000
lfn,9.430000
les,9.660000
lfk,9.860000
leu,9.920000
lem,9.930000
lfh,9.940000
lfq,9.940000
ldg,9.250000
lek,9.430000
ldt,9.470000
led,9.590000
lef,9.600000
leb,9.680000
ldy,9.780000
lcw,9.040000
lcf,9.050000
ldd,9.530000
lda,9.580000
lbn,9.040000
lbm,9.250000
lax,9.530000
laz,9.720000
law,9.790000
lbe,9.870000
lbf,9.920000
lap,9.220000
kzu,9.330000
lah,9.330000
lal,9.350000
lag,9.470000
laa,9.790000
lat,9.910000
lae,9.920000
lai,9.990000
kzk,9.030000
kyo,9.080000
kyv,9.080000
kyy,9.080000
kyu,9.130000
kzn,9.130000
kzd,9.360000
kzi,9.430000
kzj,9.470000
kym,9.720000
kzb,9.720000
kye,9.010000
kxo,9.140000
kyf,9.300000
kyb,9.350000
kyc,9.400000
kxp,9.600000
kxw,9.790000
kxf,9.820000
kxm,9.890000
kxk,9.940000
kwv,9.070000
kwu,9.150000
kwc,9.300000
kwy,9.400000
kwi,9.420000
kwe,9.550000
kwq,9.560000
kxa,9.570000
kwa,9.730000
kwm,9.830000
kvc,9.240000
kvk,9.730000
kvr,9.780000
kvu,9.890000
kvq,9.900000
kuq,9.970000
ktn,9.030000
kuj,9.710000
kty,9.730000
ktt,9.930000
ksv,9.080000
ksx,9.270000
ktj,9.270000
kti,9.320000
ksw,9.380000
kst,9.750000
ktd,9.890000
ksi,9.900000
krq,9.060000
krx,9.390000
krc,9.480000
krw,9.530000
kqz,9.580000
krk,9.810000
kqq,9.080000
kpv,9.250000
kqo,9.400000
kqt,9.500000
kpy,9.700000
kql,9.790000
kpt,9.890000
kon,9.020000
kpl,9.020000
kow,9.430000
koy,9.550000
kpd,9.620000
kpb,9.630000
kpr,9.890000
kop,9.990000
knv,9.060000
kno,9.290000
kng,9.350000
knm,9.490000
koi,9.690000
knq,9.770000
kmh,9.060000
kmf,9.780000
kmo,9.860000
kmj,9.880000
kml,9.980000
klg,9.150000
klm,9.200000
klj,9.290000
klh,9.340000
klf,9.380000
klb,9.450000
kli,9.520000
kls,9.730000
klx,9.790000
klc,10.000000
kki,9.220000
kjs,9.490000
kjr,9.520000
kkb,9.520000
kjz,9.930000
kij,9.100000
kil,9.100000
kjm,9.170000
kix,9.330000
khr,9.190000
khn,9.220000
khu,9.420000
khj,9.530000
khz,9.610000
kia,9.620000
khp,9.640000
khv,9.680000
kgz,9.310000
kgk,9.380000
kgo,9.440000
kgp,9.510000
kgi,9.590000
kgf,9.690000
kha,9.750000
kgw,9.800000
ket,9.430000
kes,9.970000
kea,9.580000
kem,9.880000
kdv,9.940000
kcq,9.120000
kcn,9.200000
kch,9.400000
kcf,9.720000
kde,10.000000
kbr,9.560000
kcd,9.750000
kag,9.150000
kax,9.150000
kao,9.190000
jzw,9.290000
kam,9.410000
jzx,9.650000
kat,9.910000
jzj,9.120000
jzi,9.140000
jzh,9.280000
jzg,9.330000
jzb,9.380000
jzp,9.470000
jzf,9.740000
jyv,9.940000
jzr,9.940000
jzc,9.950000
jyf,9.120000
jxs,9.180000
jxh,9.360000
jxn,9.520000
jyc,9.680000
jwy,9.130000
jwn,9.200000
jwv,9.230000
jxe,9.470000
jwx,9.630000
jwb,9.680000
jwd,9.730000
jwh,9.760000
jxc,9.800000
jvh,9.230000
jvn,9.590000
jui,9.040000
jue,9.240000
jul,9.420000
jtt,9.490000
juq,9.890000
jtr,9.990000
jtf,9.010000
jsx,9.160000
jsj,9.200000
jtc,9.200000
jte,9.250000
jtl,9.370000
jsi,9.690000
jsv,9.960000
jro,9.300000
jrz,9.570000
jsc,9.640000
jrm,9.670000
jru,9.670000
jrs,9.740000
jsh,9.980000
jse,9.990000
jqh,9.230000
jqt,9.270000
jqb,9.740000
jqy,9.780000
jqe,9.910000
jpj,9.250000
jox,9.470000
jow,9.500000
jpp,9.930000
jor,9.980000
jnv,9.240000
jnm,9.280000
jnp,9.360000
jnn,9.570000
jon,9.790000
jnt,9.850000
jnl,9.890000
jmy,9.100000
jne,9.420000
jnb,9.440000
jmf,9.480000
jnc,9.550000
jmq,9.610000
jmo,9.720000
jmk,9.880000
jna,9.920000
jkz,9.070000
jkb,9.070000
jkr,9.230000
jke,9.370000
jjw,9.460000
jkp,9.760000
jkk,9.790000
jkx,9.960000
jiw,9.310000
jiq,9.820000
jhr,9.280000
jii,9.300000
jie,9.410000
jhg,9.750000
jho,9.870000
jhk,9.890000
jhh,9.970000
jgp,9.080000
jhb,9.080000
jhc,9.170000
jgr,9.410000
jfk,9.030000
jfc,9.270000
jez,9.420000
jft,9.430000
jfp,9.770000
jfb,9.880000
jef,9.110000
jdy,9.350000
jdt,9.800000
jeg,9.930000
jck,9.100000
jcm,9.110000
jct,9.210000
jcj,9.230000
jdn,9.230000
jcq,9.260000
jcl,9.510000
jde,9.780000
jcv,9.930000
jcx,9.930000
jdg,9.930000
jbr,9.090000
jbz,9.390000
jbx,9.620000
jbe,9.690000
jbj,9.720000
jbp,9.790000
jbu,9.830000
jcc,9.910000
jce,9.950000
jaa,9.050000
jaz,9.110000
jap,9.200000
jak,9.280000
jba,9.290000
jat,9.370000
jav,9.550000
jbb,9.560000
izy,9.630000
jac,9.770000
jae,9.790000
jab,9.870000
jau,10.000000
izi,9.030000
iza,9.040000
iyw,9.070000
izd,9.100000
izr,9.330000
izm,9.340000
izu,9.390000
iyu,9.490000
izl,9.680000
iyi,9.070000
iye,9.140000
ixt,9.460000
iyg,9.560000
iyk,9.690000
iyh,9.720000
iya,9.790000
iyp,9.830000
iyj,9.990000
iyd,10.000000
iwv,9.130000
iws,9.160000
ixi,9.430000
ixd,9.500000
iwq,9.510000
ixg,9.580000
ixj,9.580000
iwj,9.620000
iwu,9.770000
iwh,9.780000
ivg,9.170000
ivy,9.240000
ivi,9.350000
ivm,9.710000
ivu,9.900000
iuw,9.570000
iuo,9.670000
iur,9.810000
isr,9.080000
isu,9.440000
ist,9.490000
itq,9.750000
iso,9.850000
isp,9.880000
itm,9.990000
iri,9.120000
irl,9.170000
irp,9.220000
irr,9.490000
isf,9.600000
iqh,9.210000
iqm,9.290000
iqc,9.340000
iqx,9.380000
iqd,9.500000
iqt,9.670000
iqr,9.680000
iqp,9.930000
iow,9.130000
ips,9.720000
ipc,9.880000
inz,9.030000
ios,9.160000
inv,9.260000
ioj,9.620000
iok,9.650000
iom,9.770000
ior,9.990000
imv,9.520000
imk,9.650000
imx,9.800000
ing,9.890000
ile,9.020000
imf,9.030000
ima,9.080000
ilv,9.160000
ilu,9.350000
imh,9.450000
ilg,9.870000
ild,9.900000
ilq,9.990000
ikw,9.030000
ikk,9.040000
iks,9.230000
ijx,9.310000
ijz,9.410000
ikq,9.480000
ikr,9.670000
ike,9.750000
iki,9.820000
ijb,9.050000
iji,9.270000
ijc,9.460000
ijr,9.480000
ijl,9.790000
iiq,9.860000
ihp,9.030000
ihx,9.030000
ihu,9.060000
ihz,9.220000
iie,9.430000
iib,9.470000
iik,9.510000
ihk,9.690000
iih,9.740000
iig,9.900000
igm,9.120000
igu,9.330000
iha,9.880000
igf,9.950000
ifn,9.170000
iey,9.840000
ifv,9.910000
iee,9.060000
iei,9.340000
ieh,9.480000
ieg,9.540000
iej,9.630000
ids,9.740000
ien,9.980000
icy,9.040000
ide,9.450000
icz,9.570000
icp,9.620000
icv,9.840000
idf,9.900000
idi,9.910000
ida,9.930000
icj,9.160000
ibu,9.760000
iaw,9.020000
ibc,9.020000
iac,9.050000
iaq,9.540000
iai,9.570000
iav,9.890000
ibd,9.920000
iaf,9.990000
hzs,9.020000
hzk,9.060000
hzh,9.180000
hzv,9.310000
hzd,9.420000
hze,9.760000
hyu,9.790000
hxr,9.180000
hxw,9.730000
hxz,9.760000
hwl,9.440000
hxi,9.720000
hxn,9.720000
hvf,9.180000
hvq,9.460000
hvs,9.510000
hwe,9.820000
huj,9.550000
hug,9.840000
hui,9.860000
hud,9.960000
htq,9.210000
hss,9.230000
htk,9.250000
htv,9.310000
htb,9.440000
hsw,9.530000
hsu,9.580000
hts,9.700000
hsz,9.710000
hse,9.120000
hrn,9.180000
hrv,9.360000
hrz,9.450000
hsb,9.470000
hsa,9.670000
hrj,9.170000
hqe,9.220000
hrf,9.250000
hrc,9.470000
hqm,9.940000
hpp,9.020000
hpi,9.040000
hpm,9.210000
hpj,9.280000
hoy,9.490000
hpf,9.880000
hpq,9.880000
hpr,9.940000
hnv,9.230000
hnt,9.290000
hnz,9.340000
hor,9.520000
hnw,9.800000
how,9.900000
hoi,9.980000
hoj,9.990000
hom,10.000000
hnr,9.040000
hnp,9.070000
hna,9.240000
hnl,9.240000
hmp,9.310000
hni,9.390000
hnd,9.490000
hmw,9.610000
hno,9.760000
hmv,9.790000
hmm,9.960000
hlu,9.070000
hlx,9.490000
hli,9.540000
hlk,9.550000
hmg,9.580000
hlz,9.590000
hlw,9.880000
hku,9.430000
hks,9.590000
hkp,9.600000
hlb,9.610000
hkq,9.650000
hla,9.710000
hkx,9.930000
hjb,9.080000
hjw,9.080000
hjp,9.100000
hjm,9.130000
hjj,9.160000
hje,9.180000
hjq,9.220000
hiv,9.250000
hja,9.260000
hjf,9.280000
hjh,9.360000
hiw,9.530000
hjk,9.650000
hig,9.140000
hit,9.200000
hho,9.410000
hhw,9.410000
hif,9.450000
hil,9.520000
hia,9.640000
hhr,9.920000
hhd,9.010000
hgv,9.140000
hgi,9.230000
hgn,9.250000
hgm,9.300000
hhh,9.460000
hhm,9.860000
hgq,9.970000
hfy,9.030000
hfl,9.210000
hfc,9.440000
hga,9.460000
hft,9.520000
hge,9.650000
hen,9.030000
hfb,9.100000
heg,9.210000
hdw,9.270000
heu,9.560000
hem,9.730000
hex,9.830000
hdk,9.360000
hdf,9.380000
hdl,9.550000
hcz,9.560000
hdp,9.770000
hdn,9.870000
hcu,9.900000
hde,9.990000
hch,9.100000
hco,9.250000
hbl,9.550000
hbs,9.950000
hae,9.070000
hbj,9.230000
hal,9.250000
hao,9.340000
has,9.440000
hbb,9.810000
gzj,9.150000
gzv,9.210000
haa,9.420000
hab,9.450000
gyx,9.280000
gye,9.340000
gxx,9.440000
gxu,9.450000
gyn,9.580000
gyb,9.600000
gyh,9.940000
gxd,9.030000
gxn,9.380000
gxk,9.410000
gws,9.990000
gvz,9.240000
gvj,9.260000
gvv,9.260000
gwc,9.940000
gve,9.100000
gvb,9.320000
gud,9.730000
guu,9.800000
guw,9.960000
guk,9.990000
gtu,9.040000
gte,9.470000
gtg,9.780000
gtx,9.990000
gru,9.490000
gsb,9.540000
gro,9.560000
grx,9.780000
gsm,9.960000
gqm,9.200000
grd,9.500000
grb,9.510000
gqj,9.610000
gra,9.650000
gqw,9.780000
gqo,9.860000
grj,9.900000
gqi,9.990000
gpx,9.040000
gpl,9.330000
gpk,9.530000
gpy,9.840000
gou,9.030000
goz,9.030000
gov,9.240000
goj,9.770000
gof,9.810000
goi,9.820000
gok,9.890000
gnk,9.050000
gmv,9.060000
gne,9.670000
gnb,9.750000
gnt,9.760000
gmm,9.050000
glz,9.550000
gkr,9.290000
gkq,9.340000
gky,9.460000
gkl,9.750000
gki,9.780000
gkj,9.860000
gla,9.890000
gkw,9.950000
glf,9.960000
gjg,9.020000
gjl,9.020000
gjt,9.420000
gji,9.570000
gjo,9.650000
gkb,9.710000
gjc,9.880000
giq,9.140000
gii,9.750000
gic,9.790000
gip,9.810000
gin,9.860000
ghx,9.890000
gia,9.910000
ghl,9.300000
ggn,9.310000
ghk,9.520000
ghg,9.560000
gho,9.690000
ghf,9.720000
ghn,9.870000
gfr,9.860000
get,9.310000
gec,9.400000
gea,9.720000
gev,9.940000
gdg,9.020000
gdr,9.080000
gdh,9.210000
gdc,9.340000
gdb,9.650000
gdl,9.810000
gcy,9.880000
gbr,9.130000
gck,9.210000
gbq,9.240000
gci,9.270000
gbp,9.590000
gcm,9.610000
gby,9.680000
gch,9.680000
gbw,9.750000
gcl,9.770000
gcb,9.820000
gca,9.970000
gaq,9.470000
gbn,9.550000
gax,9.780000
gay,9.890000
gah,9.230000
fze,9.370000
gae,9.440000
gaa,9.610000
fzq,9.750000
fzi,9.950000
fyj,9.010000
fyf,9.090000
fyy,9.290000
fxw,9.320000
fyz,9.360000
fyx,9.870000
fxz,9.890000
fyw,9.920000
fye,9.930000
fzb,9.930000
fxj,9.010000
fwx,9.040000
fxn,9.080000
fxm,9.150000
fww,9.160000
fxb,9.170000
fxa,9.840000
fwt,9.890000
fvz,9.070000
fvr,9.340000
fvw,9.510000
fvp,9.580000
fvs,9.580000
fvk,9.840000
fum,9.120000
fva,9.120000
fuz,9.180000
fun,9.450000
fve,9.550000
fug,9.950000
fut,9.950000
fub,9.020000
ftb,9.060000
fts,9.210000
ftj,9.390000
ftu,9.530000
fua,9.600000
fti,9.870000
fsn,9.570000
frz,9.600000
fsl,9.730000
fst,9.980000
fqp,9.020000
fqw,9.230000
fqt,9.690000
fri,9.750000
frb,9.840000
frq,9.890000
frc,9.930000
fro,9.980000
frh,9.990000
fqq,10.000000
fqb,9.070000
fpu,9.110000
fpg,9.170000
fpv,9.400000
fpt,9.740000
fot,9.110000
fom,9.190000
for,9.200000
fou,9.850000
fnk,9.030000
fnd,9.060000
fny,9.190000
fni,9.650000
fnx,9.790000
fnm,9.830000
fmy,9.890000
fmq,9.190000
fly,9.310000
fmc,9.350000
fme,9.450000
fmt,9.470000
flp,9.540000
fln,9.140000
fld,9.590000
fjs,9.740000
fjq,9.800000
fiv,9.020000
fih,9.100000
fhz,9.180000
fim,9.470000
fii,9.610000
fip,9.850000
fhk,9.020000
fgv,9.040000
fhc,9.170000
fhe,9.300000
fhf,9.550000
fhp,9.600000
fha,9.870000
ffn,9.130000
fgn,9.170000
ffq,9.320000
ffl,9.440000
fel,9.100000
ffc,9.230000
feo,9.560000
fei,9.570000
ffi,9.610000
fen,9.790000
fdo,9.020000
fdh,9.070000
fdy,9.190000
fdw,9.280000
fde,9.390000
fdg,9.950000
fdb,9.970000
fcy,10.000000
fcf,9.010000
fcv,9.110000
fct,9.200000
fcq,9.660000
fcn,9.820000
fas,9.280000
far,9.430000
ezm,9.190000
fag,9.300000
ezn,9.460000
ezj,9.480000
ezq,9.710000
fal,9.840000
eyt,9.080000
eyq,9.090000
eyu,9.350000
eyz,9.700000
exd,9.220000
exs,9.230000
ewu,9.490000
exl,9.550000
ewx,9.610000
exj,9.830000
exy,9.840000
ext,9.890000
ewk,9.230000
ewf,9.250000
ewr,9.550000
evr,9.770000
evs,9.840000
eui,9.160000
evk,9.250000
euy,9.440000
euj,9.460000
evf,9.500000
eun,9.520000
eut,9.610000
evm,9.770000
eup,9.870000
evn,9.870000
euc,9.320000
etu,9.610000
etz,9.710000
etk,9.910000
ets,9.960000
esv,9.010000
esw,9.030000
esc,9.100000
esj,9.350000
est,9.510000
eta,9.670000
erx,9.780000
esp,9.860000
esl,9.880000
eqz,9.060000
eqr,9.200000
ert,9.500000
ere,9.610000
eqt,9.650000
erp,9.940000
epx,9.010000
epy,9.250000
eqf,9.460000
eqj,9.520000
eqd,9.560000
epm,9.650000
eql,9.680000
ept,9.710000
epw,9.710000
eqk,9.770000
epl,9.870000
eop,9.220000
eoz,9.310000
eoy,9.390000
eom,9.500000
epa,9.540000
eoi,9.590000
eov,9.600000
eox,9.680000
eon,9.800000
epd,9.840000
eow,9.990000
enx,9.010000
enp,9.330000
end,9.460000
ene,9.480000
eni,9.630000
enq,10.000000
elv,9.030000
elx,9.060000
emj,9.480000
els,9.630000
emc,9.680000
emd,9.780000
emn,9.860000
elz,9.980000
elq,9.070000
elm,9.110000
elh,9.570000
elp,9.840000
eld,9.980000
ekc,9.080000
eji,9.140000
ejr,9.590000
ekg,9.780000
ekh,9.790000
ejk,9.890000
ejl,9.930000
eiy,9.310000
eid,9.440000
eim,9.700000
ein,9.740000
egv,9.180000
ehk,9.550000
ehs,9.550000
ehm,9.560000
ehv,9.650000
ehi,9.850000
egn,9.200000
efq,9.260000
egq,9.470000
efr,9.480000
efv,9.570000
efa,9.160000
efb,9.200000
eet,9.510000
efd,9.600000
eel,9.810000
edt,9.370000
eeh,9.480000
eea,9.770000
edx,9.780000
edh,9.940000
edl,9.950000
ecl,9.380000
ecq,9.400000
ecu,9.420000
ecn,9.540000
ecd,9.680000
ecj,9.680000
ecf,9.750000
eck,9.780000
ebj,9.060000
ebt,9.070000
eaw,9.430000
eav,9.510000
ebs,9.640000
eau,9.680000
ebu,10.000000
dzs,9.030000
dzt,9.090000
dzw,9.130000
dzx,9.130000
ean,9.220000
dyz,9.040000
dyo,9.070000
dyj,9.150000
dzg,9.180000
dym,9.270000
dyi,9.730000
dza,9.730000
dyk,9.780000
dys,9.840000
dzc,9.910000
dxz,9.020000
dxr,9.520000
dxe,9.540000
dxu,9.590000
dyc,9.740000
dxm,9.760000
dvx,9.250000
dwr,9.290000
dvy,9.360000
dwd,9.450000
dwo,9.550000
dwl,9.660000
dwc,9.710000
dwk,9.720000
dwm,9.730000
dwa,9.810000
dwb,9.910000
dwu,9.960000
duu,9.450000
dus,9.500000
dvr,9.720000
dvf,9.730000
dvb,9.780000
dvo,9.960000
dui,9.120000
duh,9.230000
dua,9.290000
duc,9.490000
dtl,9.560000
duf,9.660000
dtp,9.710000
duk,9.980000
dte,9.090000
dsj,9.110000
dsm,9.160000
dtb,9.240000
dsn,9.270000
dsa,9.660000
dsq,9.740000
dsx,9.810000
dtc,9.960000
drh,9.270000
drq,9.370000
drs,9.540000
drg,9.620000
dro,9.650000
dqv,9.710000
dql,9.080000
dpp,9.190000
dpz,9.290000
dqs,9.380000
dqp,9.820000
dpw,9.830000
dpt,9.850000
dqo,9.950000
dqn,9.970000
dpx,10.000000
dov,9.140000
dpe,9.270000
dpn,9.700000
doy,9.960000
doa,9.230000
dog,9.230000
dnz,9.440000
doe,9.650000
dnx,9.780000
doc,9.940000
dml,9.140000
dmq,9.140000
dna,9.230000
dmv,9.380000
dmr,9.540000
dmp,9.690000
dma,9.750000
dmg,9.800000
dmi,9.810000
dlk,9.170000
dkw,9.440000
dlo,9.520000
dla,9.810000
dlt,9.870000
dle,9.920000
dls,9.960000
djv,9.120000
djs,9.310000
djz,9.690000
dkd,9.700000
dkn,9.830000
djm,9.920000
djw,9.940000
diq,9.090000
dik,9.470000
div,9.530000
djc,9.540000
djd,9.620000
dio,9.670000
diy,9.760000
dig,9.800000
dhm,9.390000
dhy,9.400000
dhv,9.480000
dib,9.660000
dge,9.120000
dfu,9.180000
dgu,9.260000
dgh,9.960000
dfr,9.450000
dfo,9.470000
deq,9.660000
dfh,9.670000
dem,9.810000
dez,9.950000
deo,9.970000
dfk,9.970000
dfe,10.000000
dek,9.080000
dec,9.170000
ddk,9.220000
ddx,9.570000
ded,9.580000
dej,9.620000
ddt,9.750000
dcn,9.070000
dck,9.130000
dcj,9.470000
dbp,9.190000
dbm,9.310000
dbt,9.370000
dbk,9.660000
dbz,9.910000
dbh,9.920000
dan,9.230000
czu,9.280000
czx,9.410000
daq,9.500000
czo,9.530000
dat,9.610000
daf,9.800000
dae,9.960000
dag,9.960000
cyp,9.670000
cxp,9.330000
cyh,9.520000
cxm,9.660000
cxz,9.800000
cyf,9.970000
cxg,10.000000
cwy,9.180000
cwt,9.200000
cwf,9.320000
cwh,9.340000
cwj,9.520000
cxb,9.620000
cvx,9.720000
cxa,9.790000
cuv,9.490000
cvg,9.550000
cur,9.800000
cvd,9.940000
ctu,9.560000
cuf,9.710000
cuo,9.820000
cse,9.080000
ctd,9.290000
csr,9.500000
csl,9.560000
ctc,9.750000
ctf,9.870000
crb,9.300000
crl,9.320000
crj,9.440000
crn,9.540000
cqg,9.030000
cqe,9.420000
cqu,9.500000
cqx,9.730000
cqp,9.780000
cqs,9.840000
cqv,9.840000
cqn,9.910000
cou,9.040000
cpr,9.290000
coq,9.370000
cpb,9.450000
cpk,9.580000
cph,9.920000
coy,9.950000
cok,9.030000
cns,9.200000
cnp,9.290000
cog,9.320000
cnx,9.340000
cnh,9.540000
cny,9.670000
cni,9.850000
coa,9.870000
cnc,9.310000
cmg,9.330000
cnb,9.380000
cmc,9.410000
cmm,9.670000
cnd,9.950000
clt,9.080000
clr,9.180000
cld,9.210000
clx,9.500000
clc,9.510000
clu,9.530000
clm,9.840000
clk,9.950000
cle,9.980000
ckq,9.210000
cjx,9.260000
ckb,9.360000
cjv,9.440000
cjp,9.460000
cjq,9.660000
cjm,9.330000
cje,9.480000
cip,9.510000
cjg,9.620000
cjn,9.700000
cjl,9.740000
cih,9.140000
chu,9.270000
chy,9.510000
cig,9.610000
chh,9.870000
cfy,9.300000
cgp,9.400000
cgw,9.400000
cfx,9.490000
cgf,9.840000
cft,9.020000
cfc,9.150000
ceu,9.260000
cfg,9.390000
cfh,9.420000
ceq,9.580000
cfl,9.680000
cfb,9.800000
cey,9.910000
cdo,9.030000
cea,9.370000
cef,9.450000
ccs,9.350000
ccq,9.390000
cdb,9.410000
cdj,9.750000
ccf,9.960000
cbu,9.080000
cbt,9.280000
ccc,9.470000
cbv,9.540000
cbe,9.550000
cbb,9.710000
cca,9.740000
caz,9.770000
caa,9.030000
bzu,9.110000
cam,9.230000
caj,9.420000
cak,9.470000
caq,9.530000
bzs,9.650000
can,9.740000
cag,9.830000
bzy,9.870000
bzw,9.980000
bzz,10.000000
bzh,9.210000
bzq,9.260000
byq,9.360000
bze,9.480000
bzp,9.570000
bzf,9.610000
bzi,9.740000
bxw,9.020000
bxs,9.080000
bxn,9.310000
byj,9.330000
bxg,9.350000
bxh,9.350000
byk,9.430000
bxx,9.460000
bxy,9.650000
bxo,9.700000
bwl,9.060000
bwz,9.090000
bwr,9.210000
bwv,9.320000
bwq,9.400000
bxe,9.410000
bww,9.510000
bwj,9.550000
bwt,9.920000
bwg,9.990000
buy,9.080000
bvg,9.270000
bvt,9.370000
bvv,9.550000
bvx,9.550000
buw,9.810000
bvs,9.880000
buo,9.240000
bur,9.240000
btv,9.280000
